windowDays,txCount,debitCount,creditCount,totalDebits,totalCredits,avgAmount,stdAmount,activeDays,debitCreditRatio,incomeRegularity,topCategoryShare,monthlyIncome,monthlyDebits,dti,dtiCapped,incomeTrend30_90,netCashflowVolatility,recurringExpenseShare,label
90,25,22,3,1143076.540909042,2674211.3159568636,61245.39100191285,314628.0067645649,25,0.4274443586742541,0.8617647778716184,0.76,891403.7719856212,381025.5136363474,0.42744435867393443,0.42744435867393443,0.26831148385432957,5.13717035049382,1,1
90,26,23,3,1488374.4842025787,3813270.065778653,89419.06082984904,436349.2365147845,24,0.3903144698717448,0.8070100031129739,0.7692307692307693,1271090.0219262177,496124.8280675262,0.39031446987154006,0.39031446987154006,0.29053890466099014,4.695626399956999,0.8773998995595599,0
90,24,21,3,3384299.540136278,7569940.172079133,174401.69299761901,917391.5530806693,23,0.44707084378532297,0.8502233694670424,0.75,2523313.3906930443,1128099.8467120926,0.4470708437852049,0.4470708437852049,0.318977195124459,5.07242910421621,0.9761579185207944,1
90,25,22,3,3391437.4380060416,10041644.45393979,266008.2806373499,1146425.7457310532,24,0.3377372554427666,0.9786661206633938,0.76,3347214.81797993,1130479.146002014,0.33773725544269945,0.33773725544269945,0.32330957244422104,4.228074368463569,0.9298819055327749,0
90,25,22,3,462742.8505632168,1877265.4742050357,56580.904945672795,210344.0294633121,25,0.24649835461280598,0.9974049135132133,0.88,625755.1580683453,154247.61685440558,0.24649835461254332,0.24649835461254332,0.3338687502383993,3.7175798029663936,0.9061608024236454,0
90,23,20,3,763118.0781699517,3262919.5635053176,108687.02110153764,379327.65137770947,21,0.23387584747872509,0.9961015784522005,0.8695652173913043,1087639.8545017724,254372.69272331722,0.23387584747858173,0.23387584747858173,0.331810782882226,3.2062272923507895,0.8984902679573008,0
90,23,20,3,763389.5920165555,3547792.7061143857,121061.00496077519,415474.90189656697,23,0.21517311050915938,0.8626860647796685,0.8695652173913043,1182597.5687047953,254463.19733885184,0.21517311050903806,0.21517311050903806,0.27415252001933743,3.431946579559227,0.9403030809456936,0
90,26,23,3,1365450.1423067874,3065243.8546715276,65376.681244797706,350106.7536552536,25,0.44546215800265065,0.9958347612401283,0.7692307692307693,1021747.9515571758,455150.0474355958,0.44546215800236005,0.44546215800236005,0.3351028491389455,5.182946853623023,0.9332758219746016,0
90,26,23,3,1338371.604415674,3614939.304637881,87560.29616239257,405278.25065190374,25,0.3702334926338058,0.9842294628846362,0.7692307692307693,1204979.768212627,446123.868138558,0.37023349263360095,0.37023349263360095,0.33859511891231514,4.54074340713459,0.9499149535589744,1
90,27,24,3,1211879.08189706,3867401.0170212816,98352.66426386006,426884.13936136174,25,0.3133574916495601,0.8490677721445328,0.7777777777777778,1289133.6723404273,403959.69396568666,0.3133574916493981,0.3133574916493981,0.3524300398582668,4.151869111502434,0.9999999999999998,0
90,20,17,3,1341610.102997122,7225875.619826207,294213.27584145416,889059.1690978602,20,0.18566747804457837,0.96966026427533,0.85,2408625.2066087355,447203.36766570737,0.18566747804452702,0.18566747804452702,0.32658465706027534,3.021818667264815,0.8743290606710769,0
90,27,24,3,6750627.744029146,9389952.861539582,97752.78213001622,1156758.9874129884,26,0.7189203016852621,0.9986542604374089,0.7777777777777778,3129984.2871798608,2250209.248009715,0.718920301685109,0.718920301685109,0.33292855847891,11.56420840656299,0.9772194078227057,0
90,27,24,3,2638691.1388873206,4646509.566895348,74363.64548177879,541009.2634809322,24,0.5678867332344358,0.9084771799081715,0.7777777777777778,1548836.5222984494,879563.7129624402,0.5678867332341915,0.5678867332341915,0.325785968265373,6.785584849559552,0.9759883366326871,0
90,26,23,3,2104263.206908749,4913427.530306011,108044.78166912544,559148.8379979474,24,0.4282678830468607,0.9999053743266879,0.7692307692307693,1637809.1767686706,701421.068969583,0.4282678830466864,0.4282678830466864,0.3333671808890484,4.894784313173469,0.9598367533655403,0
90,25,22,3,9178984.526285127,19461072.131869398,411283.5042233707,2327649.4302194924,23,0.4716587279512302,0.8433741186483477,0.76,6487024.043956466,3059661.508761709,0.4716587279511817,0.4716587279511817,0.3875079177371644,5.411988832090085,0.9788424478466375,1
90,22,19,3,564826.0992056327,2649213.7317197826,94744.89238700678,322037.2833540691,21,0.21320518327479487,0.7726303120300024,0.8636363636363636,883071.2439065942,188275.36640187757,0.21320518327463392,0.21320518327463392,0.27773823485812543,3.2871329599191315,1,0
90,24,21,3,1409212.0276920875,5775741.071846912,181938.71017311772,659433.1493110546,24,0.2439880891754067,0.9784480300148236,0.875,1925247.0239489705,469737.34256402915,0.24398808917532225,0.24398808917532225,0.34343426175688435,3.6244796320693293,0.9159191031218756,0
90,26,23,3,3493775.850451356,5719871.265874788,85619.05443936282,694023.9704953341,26,0.6108137208078253,0.9866334849009786,0.7692307692307693,1906623.755291596,1164591.9501504519,0.6108137208076116,0.6108137208076116,0.3275781328565947,8.105952291014265,0.9999999999999998,0
90,22,19,3,1012183.6084011103,4419948.7715382315,154898.41650623278,525193.9501353442,21,0.22900347056480044,0.9371062925171215,0.8636363636363636,1473316.2571794104,337394.5361337034,0.22900347056469683,0.22900347056469683,0.3130839603712617,3.281469265764279,0.9597679976729117,0
90,22,19,3,3528450.2416861537,14497122.235721942,498575.9997288995,1723197.1485335378,21,0.2433897006808398,0.9845086368444088,0.8636363636363636,4832374.07857398,1176150.0805620512,0.2433897006808062,0.2433897006808062,0.3268863520237148,3.306324237109093,0.8756993735751109,0
90,25,22,3,2945397.6929324544,5872695.447631895,117091.91018797761,696467.0127472194,23,0.5015410247639617,0.99888470533416,0.76,1957565.1492106316,981799.2309774848,0.5015410247637908,0.5015410247637908,0.33322153510196556,5.658494993055932,0.924783853667731,0
90,25,22,3,3017465.304787527,5999954.393673503,119299.56355543905,712271.910935182,23,0.5029147068132238,0.9999993721941335,0.76,1999984.7978911677,1005821.7682625089,0.5029147068130562,0.5029147068130562,0.33333346982553747,5.677203854373845,1,0
90,22,19,3,1953697.3427347862,9212030.297163663,329924.2252013125,1126981.9213138404,22,0.21208108090309988,0.7461355658344768,0.8636363636363636,3070676.765721221,651232.4475782621,0.21208108090305386,0.21208108090305386,0.4502243283696485,3.415881087915763,0.9215413971801075,0
90,24,21,3,1721196.0752876622,4997412.595059602,136509.02165716412,587794.6959346696,24,0.3444174445369744,0.8828039926044547,0.75,1665804.1983532005,573732.0250958874,0.3444174445368366,0.3444174445368366,0.27854128350950147,4.305903659661278,0.9816021107747802,0
90,24,21,3,2833635.1981874625,5556170.035070755,113438.95153680384,673337.377031162,21,0.5099979266834781,0.9536081561915838,0.75,1852056.6783569183,944545.0660624875,0.5099979266832945,0.5099979266832945,0.3115985993936939,5.514617828074901,0.94551275015427,0
90,22,19,3,457081.37782377575,2263373.02258851,82104.16567112427,267310.7037498929,22,0.20194699382819012,0.9883130608227569,0.8636363636363636,754457.6741961701,152360.4592745919,0.20194699382801162,0.20194699382801162,0.33727031067275226,3.255750808276581,0.969867341579861,0
90,25,22,3,2392939.0810556216,4391462.857361048,79940.95105221706,531403.5856551055,24,0.5449070523376941,0.8758158262003772,0.76,1463820.952453683,797646.3603518739,0.544907052337446,0.544907052337446,0.3215203007783464,6.408744865592948,0.9506366509633685,0
90,26,23,3,1395893.961235887,2029832.8522254832,24382.265038061396,251994.7075488124,24,0.6876891167195164,0.9850066313774848,0.7692307692307693,676610.9507418277,465297.98707862897,0.6876891167188388,0.6876891167188388,0.3300548856929259,9.865183796217496,0.9750168913515725,0
90,21,18,3,712679.1974478783,4034541.0833772486,158183.89932997,485800.12462078035,21,0.1766444268925698,0.9337011523675585,0.8571428571428571,1344847.0277924163,237559.7324826261,0.1766444268924822,0.1766444268924822,0.34063314636633885,3.071109807480059,0.9282126458647153,0
90,25,22,3,1428933.5875536082,3255883.6262899823,73078.00154945497,383378.8213201835,25,0.43887735299108716,0.846926137138035,0.76,1085294.5420966607,476311.19585120276,0.4388773529908176,0.4388773529908176,0.2827466370898419,5.24615907915173,0.9702460770035539,0
90,22,19,3,1180963.0993374442,4827038.581026434,165730.7037131359,580821.4207488128,21,0.24465582354762874,0.8478098213929629,0.8636363636363636,1609012.8603421447,393654.3664458147,0.24465582354752738,0.24465582354752738,0.27307232991910113,3.383912786452325,0.7949236619720527,0
90,24,21,3,11223264.23741172,50577741.15095962,1639769.8713978287,5756104.225391825,24,0.22190125501875163,0.9794658250300177,0.875,16859247.050319873,3741088.07913724,0.22190125501874286,0.22190125501874286,0.3270492768124272,3.5103122247766994,0.8923277462911469,0
90,24,21,3,1400008.5820655206,3422247.8186979378,84259.96819301735,404016.7369777909,23,0.40909035705011354,0.9254871774264183,0.75,1140749.2728993127,466669.52735517354,0.4090903570498744,0.4090903570498744,0.3154915997814825,4.703265261637924,0.9455393155321365,0
90,23,20,3,1162054.7500497522,4543027.991887572,146998.83660164438,529808.1310010795,23,0.2557885956513063,0.9961632628898968,0.8695652173913043,1514342.6639625242,387351.5833499174,0.2557885956511937,0.2557885956511937,0.33276288096169143,3.6041654699160297,0.8823319748972968,0
90,26,23,3,1381974.0893713443,3276432.413159237,72863.78168414971,373254.970176768,26,0.42179233846559977,0.987234883838159,0.7692307692307693,1092144.1377197455,460658.0297904481,0.42179233846534225,0.42179233846534225,0.32875609656767735,5.122640652795554,0.9999999999999998,0
90,26,23,3,732289.5586913585,1445226.8748018257,27420.666004248742,168035.81695926428,26,0.5066952265133222,0.9766846169924495,0.7692307692307693,481742.29160060856,244096.5195637862,0.506695226512621,0.506695226512621,0.34422705266512266,6.128072050733546,0.9618562088872269,0
90,25,22,3,2435628.0530575598,6427972.734092721,159693.78724140645,736340.4731277877,24,0.37891076297493953,0.9997110459774043,0.76,2142657.578030907,811876.0176858533,0.3789107629748217,0.3789107629748217,0.33346949622006605,4.517715408036026,0.9371216480165377,0
90,23,20,3,613103.9869067582,2502015.742443963,82126.59806683501,292982.3355010051,22,0.24504401651271573,0.8960154660052649,0.8695652173913043,834005.247481321,204367.99563558606,0.24504401651251984,0.24504401651251984,0.2969379797785778,3.428462641953952,0.8854617584727037,0
90,25,22,3,2589768.843664482,3017384.0230276296,17104.607174525918,410669.6225453459,24,0.8582828118328344,0.8300082456451686,0.76,1005794.6743425432,863256.281221494,0.8582828118322654,0.8582828118322654,0.27748131078211624,23.143114160252225,0.9683400627233042,0
90,20,17,3,650723.961420345,2799486.938227015,107438.1488403335,348424.5081722822,20,0.23244400698373407,0.9150778434407926,0.85,933162.3127423384,216907.987140115,0.23244400698356799,0.23244400698356799,0.2993597793886668,3.2430241206672457,0.7678822585826085,0
90,25,22,3,2531243.828077154,4779692.56380566,89937.94942914024,572864.8339260451,24,0.5295829792996584,0.999059669475252,0.76,1593230.8546018868,843747.9426923846,0.5295829792994368,0.5295829792994368,0.3334628729718205,6.203653884956519,0.968948557832015,0
90,26,23,3,892156.6610319719,1562956.2316167175,25799.983484028668,184016.01941180648,25,0.5708135922069659,0.9855085882634347,0.7692307692307693,520985.4105389058,297385.553677324,0.5708135922062355,0.5708135922062355,0.33120565569936544,7.004254175259424,0.9794286567683788,0
90,28,25,3,2589748.153847687,3879403.4843972772,46059.11894819966,459285.00548160175,27,0.6675634963629918,0.9791744593118261,0.7857142857142857,1293134.4947990924,863249.3846158957,0.6675634963626477,0.6675634963626477,0.3309215441301842,9.7380521608747,0.9651306490402888,0
90,23,20,3,1368572.8517451438,6650394.070204621,229644.400802586,770473.9882742688,22,0.20578823409525104,0.9650780215125412,0.8695652173913043,2216798.0234015402,456190.95058171457,0.20578823409518918,0.20578823409518918,0.349677007044991,3.2443875577630075,0.9482150015211797,0
90,25,22,3,4541730.302274247,7449902.1281755,116326.87303605015,917711.1899225796,24,0.6096362373804659,0.9979267080067202,0.76,2483300.7093918333,1513910.1007580822,0.6096362373803023,0.6096362373803023,0.3341743654719245,7.654116348698552,0.9539410351161326,0
90,23,20,3,1483923.8851131143,6206091.824502105,205311.64953865172,723126.935692302,22,0.23910762635741786,0.9466148630279603,0.8695652173913043,2068697.274834035,494641.29503770475,0.23910762635734084,0.23910762635734084,0.341055229539034,3.403036992341606,0.8542174622693661,0
90,25,22,3,1338157.5096644964,5226805.4907781165,155545.91924454478,588860.7168846483,25,0.25601823370416416,0.9085031548039137,0.88,1742268.4969260388,446052.5032214988,0.25601823370406623,0.25601823370406623,0.3154401571194566,3.785767699601767,0.8581671120119441,0
90,24,21,3,3735110.1336059724,9721305.343312057,249424.80040442024,1140722.0033763763,21,0.38421899134926596,0.9794595385205627,0.75,3240435.1144373524,1245036.7112019907,0.3842189913491869,0.3842189913491869,0.34231777985579437,4.234039902552608,0.9628033703395356,0
90,20,17,3,1061995.0243167025,4278708.119483609,160835.65475834534,532964.7290372531,19,0.24820459696246466,0.94507240448559,0.85,1426236.0398278695,353998.34143890085,0.2482045969623487,0.2482045969623487,0.3575151232894959,3.1382173017168333,0.966267066882894,0
90,27,24,3,2208378.6656791437,4892865.495267354,99425.43813289666,549247.9321424309,27,0.4513466940415093,0.9997050684103215,0.7777777777777778,1630955.165089118,736126.2218930479,0.4513466940413248,0.4513466940413248,0.3333819771942785,5.524219379378107,0.9577874016233292,0
90,20,17,3,549077.6935386404,3031245.61637019,124108.39614157747,373033.2130712943,19,0.18113929487375574,0.9457229146737094,0.85,1010415.20545673,183025.89784621345,0.1811392948736362,0.1811392948736362,0.32936431441991776,2.8941371793843276,0.9526577319827174,0
90,22,19,3,1970694.428907103,7186106.704049336,237064.19432464705,885812.5881342636,21,0.2742367334729878,0.7526361915307347,0.8636363636363636,2395368.9013497788,656898.1429690343,0.2742367334729115,0.2742367334729115,0.2494101359806079,3.5407363754591934,0.9419316601734629,0
90,23,20,3,2589710.692625478,9915572.73274869,318515.74087492214,1157539.0273602535,23,0.26117610776753636,0.979748084401619,0.8695652173913043,3305190.9109162297,863236.897541826,0.26117610776748373,0.26117610776748373,0.3426499299403746,3.634165847430357,0.8660992592828773,0
90,23,20,3,625319.1662274512,2477169.5578280725,80515.23441741831,289628.58281552425,22,0.2524329286427469,0.9234663650693072,0.8695652173913043,825723.1859426908,208439.72207581706,0.25243292864254313,0.25243292864254313,0.29873800113118676,3.452426339450689,1.0000000000000002,0
90,22,19,3,389728.40351751645,1770199.1228527843,62748.66906069399,218155.99227100788,21,0.22016077089069228,0.7232699154028432,0.8636363636363636,590066.3742842615,129909.46783917215,0.22016077089044353,0.22016077089044353,0.21742645108162204,3.3574579223401106,0.789763263728191,0
90,25,22,3,5013021.52712597,13569458.805264145,342257.49112552695,1560532.4158476787,23,0.3694341534962946,0.9270479595616961,0.76,4523152.935088049,1671007.175708657,0.36943415349624015,0.36943415349624015,0.29935022461812527,4.298361187534166,0.9442904798635148,0
90,26,23,3,1245395.1953904855,2688874.9039265714,55518.450328311,309469.43867286865,26,0.4631659113525023,0.9039622943052439,0.7692307692307693,896291.6346421904,415131.7317968285,0.46316591135215773,0.46316591135215773,0.3726835365348007,5.574172853118777,0.9698892978347312,0
90,25,22,3,1118477.5951726593,2303882.3725612797,47416.19109554482,273678.2659957011,25,0.4854751303681951,0.951645660905738,0.76,767960.7908537599,372825.8650575531,0.4854751303677737,0.4854751303677737,0.3387323765831768,5.771831512962748,0.984879906532702,0
90,23,20,3,406595.5646025282,2215096.299029335,78630.46671420899,257423.74020718728,21,0.18355660870388193,0.8855884014844735,0.8695652173913043,738365.4330097783,135531.8548675094,0.18355660870371618,0.18355660870371618,0.2802685692577923,3.057712086080744,0.919326263845824,0
90,25,22,3,3563794.5704688574,5399278.915848679,73419.37381519286,680329.3664566124,22,0.6600500966911109,0.9997226645060356,0.76,1799759.6386162264,1187931.5234896191,0.6600500966908665,0.6600500966908665,0.3334092508733039,8.739625356397962,0.9789621402129355,0
90,27,24,3,2714903.242932994,8090904.856834503,199111.17088524107,908417.0144725181,27,0.33555001461169587,0.7841986495656348,0.7777777777777778,2696968.285611501,904967.7476443313,0.33555001461161293,0.33555001461161293,0.2481042390780143,4.562360868198236,0.9742515663962613,1
90,23,20,3,659199.210685249,2598260.3941228357,84307.00797554724,302923.72534110583,22,0.25370790863613146,0.9990187664027638,0.8695652173913043,866086.7980409452,219733.07022841633,0.2537079086359362,0.2537079086359362,0.3330566981716791,3.4577960178253186,0.949444079660346,0
90,23,20,3,2929082.2917839484,6006488.21122393,133800.25736695578,755699.0487031983,22,0.4876530492992689,0.819733626270014,0.7391304347826086,2002162.7370746434,976360.7639279828,0.4876530492991065,0.4876530492991065,0.31715497592809777,5.541091196286779,0.9228741010265323,1
90,24,21,3,1261624.016855247,5083018.252598204,159224.7598226232,580555.5826801541,22,0.24820371561918256,0.9992928834788164,0.875,1694339.4175327346,420541.338951749,0.2482037156190849,0.2482037156190849,0.3336653992112134,3.375589944251878,0.8832176598793449,0
90,22,19,3,841359.077263514,3917311.7162416503,139816.02904446077,466259.0165794758,21,0.2147797107324705,0.8953013824157545,0.8636363636363636,1305770.57208055,280453.02575450466,0.21477971073236085,0.21477971073236085,0.38114876445642887,3.217914210457183,0.9452547847046188,0
90,25,22,3,2026214.1526350598,5660063.216763235,145353.962565127,645668.9129538632,25,0.35798436784835297,0.9947203699494456,0.76,1886687.7389210782,675404.7175450199,0.3579843678482265,0.3579843678482265,0.3354046999233436,4.442045483693807,0.9191448926191347,0
90,25,22,3,2110639.1150907497,5179518.741669697,122755.1850631579,597098.2690945731,24,0.40749714797053627,0.9481850809463818,0.76,1726506.2472232322,703546.3716969165,0.4074971479703789,0.4074971479703789,0.3187033015071216,4.772568207532356,0.9371311940955798,0
90,21,18,3,242214.69259430477,1249047.6567303475,47944.42686362108,150469.34395253542,19,0.19391949641710246,0.9913093732924713,0.8571428571428571,416349.21891011583,80738.23086476825,0.19391949641679193,0.19391949641679193,0.33441911936265123,2.8919973277129714,0.8592973805211951,0
90,22,19,3,1892814.2899949104,7165050.997015232,239647.12304637826,885913.3026598329,22,0.2641731776623979,0.7337743365164122,0.8636363636363636,2388350.332338411,630938.0966649702,0.2641731776623242,0.2641731776623242,0.31610928105718616,3.696740822065649,0.9244486962042265,0
90,26,23,3,2047500.254414413,4683826.029752299,101397.14520530331,537460.0663424428,24,0.4371426781028962,0.939853327028179,0.7692307692307693,1561275.3432507664,682500.0848048043,0.43714267810270957,0.43714267810270957,0.3356402920052825,5.017078358235988,0.9646658679896314,0
90,22,19,3,246383.84273395513,1245160.9363350277,45398.958800048735,150454.35307878695,20,0.19787309057330102,0.7898723358303282,0.8636363636363636,415053.6454450092,82127.94757798505,0.19787309057298322,0.19787309057298322,0.42886605513021286,3.103848991446883,0.842591011523604,1
90,23,20,3,1865375.1723819089,7135736.541831035,229146.1464977881,833022.7070028636,23,0.26141312273042394,0.998654537302283,0.8695652173913043,2378578.8472770117,621791.724127303,0.2614131227303507,0.2614131227303507,0.3329037648158016,3.6353336930641738,0.982037714644637,0
90,24,21,3,1908511.1398907925,3251821.1666935636,55971.25111678213,409360.17657244374,22,0.586905319221712,0.9933472250851918,0.75,1083940.3888978546,636170.3799635975,0.5869053192213509,0.5869053192213509,0.33521596632550615,6.917147995802578,0.9621403904458908,1
90,26,23,3,2041324.4631423336,3308784.0119184097,48748.44418369522,398751.60825864243,26,0.6169409836933331,0.9990616816241044,0.7692307692307693,1102928.0039728032,680441.4877141112,0.6169409836929601,0.6169409836929601,0.333483924374805,8.17978122025548,0.9922843871013767,0
90,25,22,3,2446070.4720602147,3321825.622478655,35030.206016737626,443351.78853198513,23,0.7363632983944196,0.7173068270907443,0.76,1107275.207492885,815356.8240200715,0.7363632983939762,0.7363632983939762,0.27775767128827583,12.262131278465814,0.9686431478622191,0
90,23,20,3,913920.0711852036,3680752.7533179345,120297.0731362057,433156.69669109816,21,0.24829705563926346,0.8634384489986057,0.8695652173913043,1226917.5844393114,304640.0237284012,0.24829705563912857,0.24829705563912857,0.29711724185022675,3.330199717835986,0.9245179496600497,0
90,27,24,3,913941.5997787334,2121596.972244552,44727.976757993274,237834.83751553993,27,0.4307800264304651,0.9168923412643389,0.7777777777777778,707198.9907481839,304647.1999262445,0.430780026430059,0.430780026430059,0.37243938923069386,5.317361856027155,0.9297453764055258,0
90,22,19,3,678309.8267014485,3243780.8512422806,116612.31929731058,383717.02267508575,21,0.2091108671664626,0.9660773465829758,0.8636363636363636,1081260.283747427,226103.2755671495,0.20911086716633362,0.20911086716633362,0.31882353253875856,3.153027875183751,0.9327073106215933,0
90,25,22,3,701671.8602216771,1151472.0307582002,17992.006821460916,143336.23561334505,23,0.6093694344959848,0.7814571200988475,0.76,383824.0102527334,233890.62007389238,0.6093694344949264,0.6093694344949264,0.27419146569614966,7.588507773049107,0.9614789520192265,0
90,24,21,3,5233148.235431856,8935307.026390117,154256.61628992757,1115493.8600317964,22,0.585670779971561,0.998846744290372,0.75,2978435.6754633724,1744382.7451439518,0.58567077997143,0.58567077997143,0.3330194297102014,6.889442464978194,0.9842731579273067,0
90,22,19,3,1083808.4227870738,5158243.825667932,185201.60922185724,609981.8835414214,22,0.21011190230941112,0.9991043933211051,0.8636363636363636,1719414.6085559772,361269.4742623579,0.21011190230932966,0.21011190230932966,0.33337381507663627,3.293610061494749,0.8316376254237419,0
90,24,21,3,1752992.883832854,6862676.953254122,212903.50289255285,784828.6389458323,23,0.25543864235098085,0.9811454840582281,0.875,2287558.9844180406,584330.961277618,0.2554386423509064,0.2554386423509064,0.3310838136675877,3.5316216919758863,0.8976737600858601,0
90,24,21,3,933809.8147948361,4201073.918085568,136136.00430378047,478086.0790677514,24,0.22227883465096265,0.9998629685150685,0.875,1400357.9726951893,311269.93826494535,0.22227883465085682,0.22227883465085682,0.33339788523292946,3.5118268786368603,0.9194723123518945,0
90,26,23,3,1153397.1457047013,2921235.8908212464,67993.79788909786,333772.8202419589,26,0.3948319097846125,0.840403351846914,0.7692307692307693,973745.2969404155,384465.7152349004,0.3948319097843421,0.3948319097843421,0.34817158137728793,4.908871552982736,1.0000000000000002,0
90,21,18,3,2077308.3422540203,8554946.872797754,308458.9776449397,1083029.6433639415,21,0.24281954910310602,0.7156550653325373,0.8571428571428571,2851648.957599251,692436.1140846735,0.24281954910304931,0.24281954910304931,0.46390824299718547,3.511097818028438,0.9303046233404793,0
90,25,22,3,6111036.182620076,11579538.437204663,218740.09018338352,1384439.7651774327,25,0.5277443669935061,0.9243979007449034,0.76,3859846.1457348876,2037012.0608733587,0.5277443669934151,0.5277443669934151,0.30835885289489307,6.329154221388685,1.0000000000000002,0
90,26,23,3,2386289.586126477,5642852.191808541,125252.40791084866,642752.1578488677,24,0.4228871331398892,0.9947304479681554,0.7692307692307693,1880950.7306028472,795429.862042159,0.42288713313973925,0.42288713313973925,0.33213168095470913,4.94648118450745,0.8961122002903479,0
90,22,19,3,1262285.4926878514,6786691.934041632,251109.38369789906,808569.4785162051,20,0.18599422295214527,0.8543006691079394,0.8636363636363636,2262230.6446805443,420761.8308959505,0.18599422295209048,0.18599422295209048,0.26632407164436667,2.9829695844705144,0.9157167851940233,0
90,22,19,3,747315.5794353236,3259261.1421787683,114179.34376106564,386562.20197572024,22,0.2292898748627196,0.9811027847748245,0.8636363636363636,1086420.3807262562,249105.19314510786,0.22928987486257887,0.22928987486257887,0.3310096467115595,3.385570360093011,0.9299422897748455,0
90,27,24,3,2276315.727159132,4748591.340504009,91565.76345721766,539642.8508676465,27,0.4793665244979887,0.9758323958646619,0.7777777777777778,1582863.7801680032,758771.9090530439,0.47936652449778683,0.47936652449778683,0.32286250650618675,5.893500261305535,0.9660145541423352,0
90,26,23,3,697742.9936506615,1805605.3408669701,42610.09027755032,203922.09651375856,26,0.38643161817147176,0.9638963530521903,0.7692307692307693,601868.4469556567,232580.99788355385,0.3864316181710437,0.3864316181710437,0.33709656234754476,4.785770111743035,0.9703297886183038,0
90,25,22,3,1830433.8166194619,7323553.138498024,219724.77287514255,824794.7155855426,25,0.2499379443288388,0.9057123062755099,0.88,2441184.3794993414,610144.6055398206,0.2499379443287706,0.2499379443287706,0.2889554754673777,3.753762968049461,0.8121169070859405,0
90,26,23,3,1022611.3237052303,2546387.87390872,58606.7903924419,288034.1319439695,25,0.40159291291908117,0.9620027212528408,0.7692307692307693,848795.9579695733,340870.44123507675,0.4015929129187657,0.4015929129187657,0.31625212936604297,4.8249367545898645,0.96355182927313,0
90,25,22,3,1902895.575543164,5620717.74788703,148712.88689375465,640098.84689015,22,0.3385502814579458,0.9993862131934513,0.76,1873572.58262901,634298.5251810547,0.3385502814578254,0.3385502814578254,0.33362012511310146,3.9662936246345595,0.9797776882644471,0
90,23,20,3,802421.7674729729,3140146.827587855,101640.22000499489,366470.1009156579,23,0.2555363846120241,0.9650883239446798,0.8695652173913043,1046715.6091959517,267473.92249099095,0.2555363846118613,0.2555363846118613,0.3295374635895082,3.6055618621648295,0.9208114432570917,0
