id_programa,id_bips,periodo,nombre,ministerio,servicio,tipo_oferta,ano_inicio,ano_termino,descripcion,proposito,poblacion_objetivo,criterios_focalizacion,criterios_priorizacion,ejecutores,complementariedades,gasto_por_beneficiario,hallazgo_focalizacion,hallazgo_eficiencia,hallazgo_eficacia,url_ficha,url_informe,_error
183626,1076,2025,Fondo Nacional de Desarrollo Cultural y las Artes,"Ministerio de las Culturas, las Artes y el Patrimonio",Subsecretaría de las Culturas y las Artes,Programa Social,1992,Permanente,"El programa busca resolver la baja oferta de bienes y servicios culturales producidos por agentes culturales de las áreas que no cuentan con características propias de las industrias culturales, a través de la implementación de un fondo concursable. El fondo busca financiar, total o parcialmente, proyectos de investigación y estudios, proyectos para formación y profesionalización, creación y producción, apoyo para promover la circulación y difusión de obras, proyectos que involucran a más de un eslabón en la cadena de valor y con énfasis en la diversidad cultural y en la cobertura territorial  para agentes del campo de las Artes de la visualidad, Arquitectura, Artesanía y Diseño.",Aumentar oferta de bienes y servicios culturales producidos por agentes culturales de las áreas que no cuentan con características propias de las industrias culturales.,"Agentes culturales, pertenecientes a las artes y la cultura, las cuales señalan interés en las disciplinas artístico-culturales, como: artesanía, diseño, arquitectura, artes visuales, fotografía y nuevos medios, en todas sus expresiones y manifestaciones, dominios de gestión cultural, folclor, pueblos originarios, culturas migrantes, turismo cultural, culturas regionales y tradicionales y que postulan a proyectos artístico culturales asociados al ciclo cultural, a través de convocatorias públicas del programa, las cuales se rigen por bases de concursos, que se publican en el sitio web de Ministerio de las Culturas, las Artes y el Patrimonio. Para la cuantificación de la población objetivo se considera el número de agentes culturales de las áreas que no cuentan con características propias de las industrias culturales que postulan a las convocatorias públicas del Programa en un promedio de los últimos tres años.","La población objetivo del programa corresponde a un subconjunto de la población potencial, y los criterios de focalización permiten definir la población a atender en el mediano plazo.","La población beneficiada del programa en 2025 corresponde a un subconjunto de la población objetivo, y los criterios de priorización son claros y objetivos para su selección.","El programa es implementado directamente por la entidad responsable, sin la ejecución de terceros.",Fomento y Desarrollo de Artes de la Visualidad - Subsecretaría de las Culturas y las Artes,"El programa presenta un gasto por beneficiario dentro del rango esperado (menor al 20%) durante 2025, en relación con el promedio de los dos años anteriores (2023 y 2024).",Sin hallazgos en la dimensión de Focalización.,Sin hallazgos en la dimensión de Eficiencia.,Sin hallazgos en la dimensión de Eficacia.,https://bips.ministeriodesarrollosocial.gob.cl/programa/183626,https://evaluacionymonitoreosesdipres.gob.cl/Reportes/EvaluacionMonitoreo2026?_id=k9pWFXKOsuDXiGqPTvQEFw%3D%3D,
184349,1125,2025,Educación de Personas Jóvenes y Adultas (EPJA),Ministerio de Educación,Subsecretaría de Educación,Programa Social,2002,Permanente,"El programa pretende resolver la existencia de personas jóvenes y adultas que por distintas razones no pudieron iniciar o terminar su trayectoria educativa y quieran retomar sus estudios, puedan completar su educación básica y/o media mediante una modalidad de estudios de carácter flexible y semi-presencial realizada por entidades ejecutoras inscritas en un registro regional, y una modalidad regular,  realizada en establecimientos educacionales dirigida mayoritariamente a estudiantes desertores del sistema regular de niños y jóvenes. Además contempla la impresión y distribución de textos de estudio para los estudiantes de ambas modalidades.","Personas jóvenes y adultas que se encuentran fuera del sistema escolar, inician o retomen sus estudios para completar su educación básica y educación media.",Personas entre 15 y 75 años con menos de 12 años de escolaridad y que no se encuentran estudiando. Se establecen cupos anuales de acuerdo al presupuesto anual disponible los que se asignan de acuerdo al orden de postulación.,"La población objetivo del programa no presenta criterios de focalización que permitan definir la población a atender en el mediano plazo. En los criterios de focalización se incorpora información relativa a la priorización, señalando que “se establecen cupos anuales de acuerdo al presupuesto disponible, los cuales se asignan según el orden de postulación”. Asimismo, se indica como fuente de información la encuesta CASEN 2017, la cual resulta más pertinente para la caracterización de la población potencial que para efectos de focalización.","La población beneficiada del programa en 2025 corresponde a un subconjunto de la población objetivo, y los criterios de priorización son claros y objetivos para su selección. Sin embargo, es necesario explicitar en los criterios de priorización si el resto de cupos podrían utilizarse por estudiantes nuevos que no sean parte del Subsistema de Seguridades y Oportunidades.",Universidad de Los Lagos - Universidad o Centro de Formación público,Educación Especial Diferencial - Subsecretaría de Educación,"El programa presenta un gasto por beneficiario dentro del rango esperado (menor al 20%) durante 2025, en relación con el promedio de los dos años anteriores (2023 y 2024).","Criterios de focalización: La población objetivo del programa no presenta criterios de focalización que permitan definir la población a atender en el mediano plazo. En los criterios de focalización se incorpora información relativa a la priorización, señalando que “se establecen cupos anuales de acuerdo al presupuesto disponible, los cuales se asignan según el orden de postulación”. Asimismo, se indica como fuente de información la encuesta CASEN 2017, la cual resulta más pertinente para la caracterización de la población potencial que para efectos de focalización.",Sin hallazgos en la dimensión de Eficiencia.,Sin hallazgos en la dimensión de Eficacia.,https://bips.ministeriodesarrollosocial.gob.cl/programa/184349,https://evaluacionymonitoreosesdipres.gob.cl/Reportes/EvaluacionMonitoreo2026?_id=S2ttr%2B7%2B%2F9LJzxFFj67mdw%3D%3D,
183192,1150,2025,Conjuntos Artísticos Estables,"Ministerio de las Culturas, las Artes y el Patrimonio",Subsecretaría de las Culturas y las Artes,Programa Social,2005,Permanente,"El programa busca resolver el bajo acceso de la población que vive en situación de vulnerabilidad y/o en aislamiento territorial a expresiones artísticas de excelencia en danza folclórica, música folclórica y música docta, a través de programaciones artísticas de excelencia con elencos profesionales del Ballet Folclórico Nacional (BAFONA) y la Orquesta de Cámara de Chile.","Aumentar el acceso por parte de la ciudadanía a expresiones artísticas de excelencia en danza folclórica, música folclórica y música docta.","Personas interesadas en asistir y participar de expresiones artísticas de excelencia en danza folclórica, música folclórica y música docta, de acuerdo al promedio de asistencia de los últimos 3 años a actividades de los conjuntos artísticos estables (BAFONA y Orquesta de Cámara de Chile). Se espera que la iniciativa atienda a este número de personas en el mediano plazo.","La población objetivo del programa corresponde a un subconjunto de la población potencial, y los criterios de focalización permiten definir la población a atender en el mediano plazo.","La población beneficiada del programa en 2025 corresponde a un subconjunto de la población objetivo, y los criterios de priorización son claros y objetivos para su selección.","El programa es implementado directamente por la entidad responsable, sin la ejecución de terceros.",El programa no reporta complementariedades con otros programas de la oferta pública vigente al 2025.,"El programa presenta un gasto por beneficiario dentro del rango esperado (menor al 20%) durante 2025, en relación con el promedio de los dos años anteriores (2023 y 2024).",Sin hallazgos en la dimensión de Focalización.,Sin hallazgos en la dimensión de Eficiencia.,"Indicador de propósito 1: El resultado del indicador de propósito disminuyó (lectura ascendente), indicando un menor desempeño del programa en 2025 respecto de 2024.",https://bips.ministeriodesarrollosocial.gob.cl/programa/183192,https://evaluacionymonitoreosesdipres.gob.cl/Reportes/EvaluacionMonitoreo2026?_id=Rvoxsuafj0c6kvFDkK2ocw%3D%3D,
182984,1298,2025,Habitabilidad,Ministerio de Desarrollo Social y Familia,Subsecretaría de Servicios Sociales,Programa Social,2004,Permanente,"El programa aborda  a las familias del Subsistema Seguridades y Oportunidades que no cuentan con condiciones mínimas de habitabilidad, a través de dos componentes: Conjunto de soluciones integrales para condiciones de habitabilidad y Asesorías en habitabilidad.","Mejorar las condiciones de habitabilidad ayudando a resolver las necesidades de las familias en extrema pobreza o pobreza y vulnerabilidad, que pertenezcan a los Subsistemas Seguridades y Oportunidades.",Familias que forman parte del Subsistema Seguridades y Oportunidades que presenten al menos una carencia o condición de habitabilidad “a trabajar” en alguna de las condiciones y ámbitos considerados primordiales para la calidad de vida en la dimensión vivienda y entorno”,"La población objetivo del programa corresponde a un subconjunto de la población potencial, y los criterios de focalización permiten definir la población a atender en el mediano plazo.","La población beneficiada del programa en 2025 corresponde a un subconjunto de la población objetivo, y los criterios de priorización son claros y objetivos para su selección.",Municipalidades con la que se firman convenios de ejecución del Programa. - Municipio,Programa Regularización de la Pequeña Propiedad Raíz - Subsecretaría Bienes Nacionales,"El programa presenta un gasto por beneficiario dentro del rango esperado (menor al 20%) durante 2025, en relación con el promedio de los dos años anteriores (2023 y 2024).",Sin hallazgos en la dimensión de Focalización.,Sin hallazgos en la dimensión de Eficiencia.,"Indicador de propósito 2: El resultado del indicador de propósito disminuyó (lectura ascendente), indicando un menor desempeño del programa en 2025 respecto de 2024.",https://bips.ministeriodesarrollosocial.gob.cl/programa/182984,https://evaluacionymonitoreosesdipres.gob.cl/Reportes/EvaluacionMonitoreo2026?_id=PYC5ESFnMHiSSRnO1cDWBw%3D%3D,
182923,1304,2025,Apoyo a la Seguridad Alimentaria (Ex Apoyo a Familias para el Autoconsumo),Ministerio de Desarrollo Social y Familia,Subsecretaría de Servicios Sociales,Programa Social,2006,Permanente,"El programa aborda la baja seguridad alimentaria de las familias del SSyOO, en las dimensiones de acceso, disponibilidad y utilización. Esto, a través de la entrega de los componentes Desarrollo de Tecnologías de Producción de Alimentos y Educación Alimentaria Nutricional.","Aumentar la seguridad alimentaria de las familias pertenecientes al Subsistema Seguridades y Oportunidades abordando las dimensiones de acceso, disponibilidad y utilización.","Familias pertenecientes al Subsistema Seguridades y Oportunidades con baja seguridad alimentaria de los Programas Familias, Vínculos, Abriendo Caminos y Calle que habitan en zonas urbanas y rurales de todas las regiones del país, con baja seguridad alimentaria caracterizada por el diagnóstico del SSyOO.","La población objetivo del programa corresponde a un subconjunto de la población potencial, y los criterios de focalización permiten definir la población a atender en el mediano plazo.","La población beneficiada del programa en 2025 no presenta criterios de priorización claros y objetivos para su selección. No se indican las variables que permiten medir la baja seguridad alimentaria, en sus niveles severos, moderados o leves, ni se indica cómo se evalúan los espacios adecuados para desarrollar actividades de autoproducción de alimentos. Además, los otros criterios descritos asociados a discresionalides regionales, no son objetivos.",Municipalidades focalizadas (187 municipios) - Municipio,Apoyo Integral al Adulto Mayor Vínculos - SSyOO - Subsecretaría de Servicios Sociales,"El programa presenta un gasto por beneficiario dentro del rango esperado (menor al 20%) durante 2025, en relación con el promedio de los dos años anteriores (2023 y 2024).","Criterios de priorización: La población beneficiada del programa en 2025 no presenta criterios de priorización claros y objetivos para su selección. No se indican las variables que permiten medir la baja seguridad alimentaria, en sus niveles severos, moderados o leves, ni se indica cómo se evalúan los espacios adecuados para desarrollar actividades de autoproducción de alimentos. Además, los otros criterios descritos asociados a discresionalides regionales, no son objetivos.",Sin hallazgos en la dimensión de Eficiencia.,"Indicador de propósito 2: El resultado del indicador de propósito disminuyó (lectura ascendente), indicando un menor desempeño del programa en 2025 respecto de 2024.",https://bips.ministeriodesarrollosocial.gob.cl/programa/182923,https://evaluacionymonitoreosesdipres.gob.cl/Reportes/EvaluacionMonitoreo2026?_id=V7CeeYVOTRqgwraEsqo3cw%3D%3D,
180628,1314,2025,Apoyo a Personas en Situación de Calle - SSyOO,Ministerio de Desarrollo Social y Familia,Subsecretaría de Servicios Sociales,Programa Social,2006,Permanente,"El programa aborda el problema ""personas en situación de calle presentan altos índices de vulnerabilidad psicosocial y sociolaboral"". Esto, a través de la entrega de los componentes Eje, Gestión de Oferta, Transferencias Monetarias, Apoyo Psicosocial y Apoyo Sociolaboral.","Personas en situación de calle mejoran sus condiciones psicosociales y sociolaborales, a través del despliegue de alternativas de seguridad y protección, junto al desarrollo de capacidades que les permitan su inclusión social.",Personas y/o familias que,"El programa se declara universal (población potencial = población objetivo), pero esta condición no se ajusta a su diseño y/o cobertura. Señala que es un programa universal pero informa que tiene cupos de atención, lo que no permite garantizar atender a todos los beneficiarios.","La población beneficiada del programa en 2025 corresponde a un subconjunto de la población objetivo, y los criterios de priorización son claros y objetivos para su selección.","Municipalidad de Arica, Municipalidad de Calama, Municipalidad de Coquimbo, Municipalidad de La Serena, Municipalidad de Ovalle, Municipalidad de San Antonio, Municipalidad de Los Andes, Municipalidad de San Felipe, Municipalidad de Quillota, Municipalidad de Quintero, Municipalidad de Villa Alemana, Municipalidad de Estación Central, Municipalidad de Chillán, Municipalidad de Talcahuano, Municipalidad de Los Ángeles, Municipalidad de Villarrica, Municipalidad de Ancud, Municipalidad de Osorno, Municipalidad de Valdivia, Municipalidad de Tocopilla, Municipalidad de Santiago, Municipalidad de Los Ángeles - Municipio",Centros Temporales para la Superación - Subsecretaría de Servicios Sociales,"El programa presenta un gasto por beneficiario dentro del rango esperado (menor al 20%) durante 2025, en relación con el promedio de los dos años anteriores (2023 y 2024).","Criterios de focalización: El programa se declara universal (población potencial = población objetivo), pero esta condición no se ajusta a su diseño y/o cobertura. Señala que es un programa universal pero informa que tiene cupos de atención, lo que no permite garantizar atender a todos los beneficiarios.",Ejecución presupuestaria: El programa presenta una sobre ejecución presupuestaria (superior al 110%) respecto de su presupuesto inicial en 2025.,Indicador de propósito 1: El indicador de propósito del programa no se encuentra correctamente formulado. En el denominador solo se considera los que firmaron el convenio y no todos aquellos intervenidos por el programa en el año t-1.,https://bips.ministeriodesarrollosocial.gob.cl/programa/180628,https://evaluacionymonitoreosesdipres.gob.cl/Reportes/EvaluacionMonitoreo2026?_id=k5vMg7EH6lpf4xJNNmBqKA%3D%3D,
185189,1329,2025,Crecer en Comunidad,Ministerio de Desarrollo Social y Familia,Subsecretaría de la Niñez,Programa Social,2009,Permanente,"El programa busca abordar el bajo apoyo social en la crianza que presentan familias con niños entre 0 y 12 años, a través de dos componentes: Espacios físicos para el apoyo social en la crianza para estas familias, junto a un Plan para el apoyo social en la crianza que que mediante su desarrollo promueve la corresponsabilidad social en la crianza de los niños y niñas de la comunidad.",Familias con niños/as de 0 a 12 años poseen alto apoyo social en la crianza.,"Corresponde a familias con niños/as entre 0 y 12 años que poseen bajo apoyo social en la crianza, que residen en comunidades que forman parte de comunas donde se implementará el Plan Estado Presente. Dicho plan, se desplegará en 122 comunas, a lo largo de las 16 regiones del país.","La población objetivo del programa corresponde a un subconjunto de la población potencial, y los criterios de focalización permiten definir la población a atender en el mediano plazo.","La población beneficiada del programa en 2025 corresponde a un subconjunto de la población objetivo, y los criterios de priorización son claros y objetivos para su selección. Para una mejor comprensión de la población, se debe señalar qué se entiende por comunidad.",Municipios de Chile - Municipio,Oficina Local de la Niñez - Subsecretaría de la Niñez,"El programa presenta un gasto por beneficiario fuera del rango esperado (variación mayor al 20%) durante 2025, en relación con el promedio de los dos años anteriores (2023 y 2024). No obstante, la justificación proporcionada por el Servicio se considera pertinente.",Sin hallazgos en la dimensión de Focalización.,Sin hallazgos en la dimensión de Eficiencia.,"Indicador de propósito 1: No es posible evaluar la variación del indicador de propósito, debido a que no se reportan los valores en 2025. Indicador de propósito 2: No es posible evaluar la variación del indicador de propósito, debido a que no se reportan los valores en 2025.",https://bips.ministeriodesarrollosocial.gob.cl/programa/185189,https://evaluacionymonitoreosesdipres.gob.cl/Reportes/EvaluacionMonitoreo2026?_id=CKV4HOkTcWJFNybEbHyLRA%3D%3D,
184555,1330,2025,Fondo de intervenciones de apoyo al desarrollo infantil (FIADI),Ministerio de Desarrollo Social y Familia,Subsecretaría de la Niñez,Programa Social,2007,Permanente,"El programa atiende a niños, niñas y adolescentes menores de 18 años, que presentan factores de riesgo biopsicosocial que afectan su desarrollo integral, para lo cual entrega tres componentes: Modalidades de apoyo al desarrollo infantil atención directa que fomenta la estimulación adecuada para el desarrollo psicomotor, prácticas de juego y desarrollo de conocimiento integral de los niños/as menores de 5 años; estimulación temprana para niños y niñas menores de 9 años con discapacidad leve o moderada a través de  salas inclusivas; y Apoyo a la crianza y competencias parentales, componente que aborda las áreas de competencias parentales, modelos de crianza e involucramiento y sensibilidad parental en la crianza.","Niños, niñas y adolescentes menores de 18 años disminuyen riesgos biopsicosociales para su desarrollo integral.","Niños, niñas y adolescentes (NNA) menores de 18 años, con factores de riesgo biopsicosociales, afiliados a FONASA e inscritos en un Establecimiento de atención primaria de salud (EAPS) (FONASA; 2023).","La población objetivo del programa corresponde a un subconjunto de la población potencial, y los criterios de focalización permiten definir la población a atender en el mediano plazo.","La población beneficiada del programa en 2025 corresponde a un subconjunto de la población objetivo, y los criterios de priorización son claros y objetivos para su selección.",196 municipalidades del país - Municipio,Apoyo al Desarrollo Biopsicosocial - Subsecretaría de la Niñez,"El programa presenta un gasto por beneficiario fuera del rango esperado (variación mayor al 20%) durante 2025, en relación con el promedio de los dos años anteriores (2023 y 2024). No obstante, la justificación proporcionada por el Servicio se considera pertinente.",Sin hallazgos en la dimensión de Focalización.,Sin hallazgos en la dimensión de Eficiencia.,Sin hallazgos en la dimensión de Eficacia.,https://bips.ministeriodesarrollosocial.gob.cl/programa/184555,https://evaluacionymonitoreosesdipres.gob.cl/Reportes/EvaluacionMonitoreo2026?_id=MyowrtYTNQ4jAuhdj8m9Og%3D%3D,
182655,1338,2025,Apoyo a la Comercialización de Artesanías,"Ministerio de las Culturas, las Artes y el Patrimonio",Subsecretaría de las Culturas y las Artes,Programa Social,2004,Permanente,"El programa busca resolver las dificultades que presentan los artesanos tradicionales para establecer el oficio artesanal como una opción laboral sostenible, mediante un fondo de compras rotatorio, destinado a la adquisición exclusiva de productos artesanales. Con este fondo se compran productos a los artesanos, y una vez que se venden, el costo de compra retorna a este fondo, quedando nuevamente disponible para beneficiarlos.","Aumentar el ingreso de los artesanos y artesanas tradicionales de Chile, mediante la comercialización de sus productos, a través de compras que se realizan de manera periódica a los artesanos de la red.","Artesanos(as) mayores de 18 años, que cultivan artesanía tradicional o local, que se encuentran con acceso limitado a oportunidades de comercialización de sus productos, de acuerdo con los registros de la Fundación. El acceso limitado se presenta por la falta de espacios comerciales, como son las ferias, tiendas relacionadas o espacios de comercialización en general. Como referencia, el 80% de los artesanos pertenecientes a la Red de Artesanías de Chile tiene una condición de ruralidad, que dificulta el acceso a los canales comerciales de manera permanente.","La población objetivo del programa corresponde a un subconjunto de la población potencial, y los criterios de focalización permiten definir la población a atender en el mediano plazo.","La población beneficiada del programa en 2025 no presenta criterios de priorización claros y objetivos para su selección. Si bien la población beneficiada podría entenderse como un subconjunto de la población objetivo, esta relación no queda claramente demostrada, ya que no se especifica qué se entiende por artesanos “activos” en los registros de la Fundación ni cómo se construyen dichos registros, lo que impide verificar que los beneficiarios cumplan efectivamente con la condición de acceso limitado a oportunidades de comercialización definida en la población objetivo. Asimismo, los criterios de selección combinan dimensiones culturales, comerciales, sociales e institucionales sin explicitar su ponderación ni priorización, incorporando elementos que no necesariamente se alinean con el problema que el programa busca abordar.","El programa es implementado directamente por la entidad responsable, sin la ejecución de terceros.",Desarrollo Artístico en la Educación - Subsecretaría de las Culturas y las Artes,"El programa presenta un gasto por beneficiario dentro del rango esperado (menor al 20%) durante 2025, en relación con el promedio de los dos años anteriores (2023 y 2024).","Criterios de priorización: La población beneficiada del programa en 2025 no presenta criterios de priorización claros y objetivos para su selección. Si bien la población beneficiada podría entenderse como un subconjunto de la población objetivo, esta relación no queda claramente demostrada, ya que no se especifica qué se entiende por artesanos “activos” en los registros de la Fundación ni cómo se construyen dichos registros, lo que impide verificar que los beneficiarios cumplan efectivamente con la condición de acceso limitado a oportunidades de comercialización definida en la población objetivo. Asimismo, los criterios de selección combinan dimensiones culturales, comerciales, sociales e institucionales sin explicitar su ponderación ni priorización, incorporando elementos que no necesariamente se alinean con el problema que el programa busca abordar.",Sin hallazgos en la dimensión de Eficiencia.,"Indicador de propósito 1: El resultado del indicador de propósito disminuyó (lectura ascendente), indicando un menor desempeño del programa en 2025 respecto de 2024.",https://bips.ministeriodesarrollosocial.gob.cl/programa/182655,https://evaluacionymonitoreosesdipres.gob.cl/Reportes/EvaluacionMonitoreo2026?_id=0CIoribJ2%2B5I6v7oSg1U%2Bw%3D%3D,
182717,1566,2025,Formación en el Puesto de Trabajo,Ministerio de Trabajo y Previsión Social,Servicio Nacional de Capacitación y Empleo,Programa Social,2006,Permanente,"El programa busca aumentar la inserción laboral de jóvenes entre 15 y 24 años y adultos de 50 años o más desocupados, mediante la entrega de incentivos de contratación y capacitación. Para esto, el programa entrega una bonificación al empleador por cada persona contratada, cuyo monto varía según la edad de la persona, así como financiamiento de hasta $400.000 por única vez a la empresa, para financiar los costos de su formación en la empresa.","Aumentar la inserción laboral de jóvenes entre 15 y 24 años, y adultos de 50 años o más desocupados, mediante la entrega de incentivos de contratación y capacitación","Personas de 15 a 24 años, y personas de 50 años o más que se encontraban desocupadas el mes anterior a ingresar al programa, que encontraron empleo. Se genera una estimación de la población objetivo a partir de las personas beneficiarias del programa en los últimos cinco años.","La población objetivo del programa corresponde a un subconjunto de la población potencial, y los criterios de focalización permiten definir la población a atender en el mediano plazo.","La población beneficiada del programa en 2025 corresponde a un subconjunto de la población objetivo, y los criterios de priorización son claros y objetivos para su selección. Sin embargo, la descripción de la población beneficiaria debe comenzar con la descripción de la población objetivo. Además, el programa señala que no tiene criterios de prelación, no obstante, el orden de llegada y postulación -que también señala- corresponde a un criterio de prelación. Por otro lado, no es consistente el reporte de población de arrastre en la población beneficiada, ya que en monitoreo 2024 reporta 592 beneficiarios con egreso posterior a 2024, los que para el año 2025 debieran ser población de arrastre, mientras que en monitoreo 2025 no reporta población de arrastre.",Empresas privadas que contratan jóvenes o personas mayores - Otro,El programa no reporta complementariedades con otros programas de la oferta pública vigente al 2025.,"El programa presenta un gasto por beneficiario fuera del rango esperado (variación mayor al 20%) durante 2025, en relación con el promedio de los dos años anteriores (2023 y 2024).",Sin hallazgos en la dimensión de Focalización.,"Ejecución presupuestaria: El programa presenta una sobre ejecución presupuestaria (superior al 110%) respecto de su presupuesto inicial en 2025. El programa presenta una subejecución presupuestaria (inferior al 90%) respecto de su presupuesto final en 2025. Gasto por beneficiario: El programa presenta un gasto por beneficiario fuera del rango esperado (variación mayor al 20%) durante 2025, en relación con el promedio de los dos años anteriores (2023 y 2024). Gasto Administrativo: El gasto administrativo se encuentra correctamente estimado, considerando exclusivamente servicios de apoyo al programa. Sin embargo, es superior al 20% respecto al presupuesto total ejecutado.",Sin hallazgos en la dimensión de Eficacia.,https://bips.ministeriodesarrollosocial.gob.cl/programa/182717,https://evaluacionymonitoreosesdipres.gob.cl/Reportes/EvaluacionMonitoreo2026?_id=Rk6R8u8FuCEnrdewQGA0pA%3D%3D,
183721,1567,2025,Inversión en la Comunidad,Ministerio de Trabajo y Previsión Social,Subsecretaría del Trabajo,Programa Social,2001,Permanente,"El programa busca resolver los bajos niveles de empleo de la población que vive en las regiones de mayor desempleo, mediante el financiamiento de proyectos intensivos en el uso de mano de obra, orientados a generar un impacto positivo en la comunidad. Tras la aprobación de la cobertura a financiar, la Subsecretaría del Trabajo transfiere recursos a través de una de las dos líneas del programa, a saber, la línea ejecutada por el Servicio Nacional de Capacitación y Empleo o la línea ejecutada por la Intendencia, para que los organismos ejecutores procedan a contratar a los beneficiarios. En la Línea Sence, los organismos ejecutores deben ser instituciones sin fines de lucro los que participan a través de un concurso público. A su vez, las Intendencias suscriben tratos directos con los distintos organismos ejecutores, que pueden ser organizaciones de cualquier tipo. Dichos  Organismos ejecutores actúan como empleadores de los beneficiarios, entregando insumos para la realización de los proyectos, y controlando la asistencia y el cumplimiento del contrato laboral suscrito con los beneficiarios.","Personas desempleadas mayores de 18 años, que habitan en las regiones con mayor desequilibro entre la oferta y demanda de trabajo, encuentran un empleo de emergencia","Personas desempleadas, mayores de 18 años, que residen en las regiones en que haya ocurrido alguna contingencia/emergencia en materias de empleo (por ejemplo, derivadas de catástrofes climáticas, entre otras).","La población objetivo del programa corresponde a un subconjunto de la población potencial, y los criterios de focalización permiten definir la población a atender en el mediano plazo. Sin embargo, se debe actualizar la fuente de información de la población potencial y población objetivo, e identificar claramente la fuente de información utilizada.","La población beneficiada del programa en 2025 no presenta criterios de priorización claros y objetivos para su selección. Se debe detallar los criterios que se utilizan para seleccionar las regiones y personas beneficiadas. A la vez, se debe aclarar el concepto de “preferente” al 60% más vulnerable, señalando si implica beneficios a personas fuera del 60% más vulnerable, si se asigna mayor puntaje a quienes se encuentren dentro, o algún otro mecanismo. Por otro lado, el programa señala que no tiene prelación, sin embargo, debe señalar, ya que todos los programas cuentan con un orden de atención de su población beneficiaria. Por otro lado, se presenta una inconsistencia en el reporte de 2024 y 2025, dado que en 2024 reportó 17.008 beneficiarios con egreso posterior a 2024, no obstante, en 2025 se reportó 15.811 beneficiarios de población de arrastre.",Delegación Presidencial Regional de Valparaíso - Otro,Mejoramiento Urbano y Equipamiento Comunal - Subsecretaría Desarrollo Regional y Administrativo,"El programa presenta un gasto por beneficiario dentro del rango esperado (menor al 20%) durante 2025, en relación con el promedio de los dos años anteriores (2023 y 2024).","Criterios de priorización: La población beneficiada del programa en 2025 no presenta criterios de priorización claros y objetivos para su selección. Se debe detallar los criterios que se utilizan para seleccionar las regiones y personas beneficiadas. A la vez, se debe aclarar el concepto de “preferente” al 60% más vulnerable, señalando si implica beneficios a personas fuera del 60% más vulnerable, si se asigna mayor puntaje a quienes se encuentren dentro, o algún otro mecanismo. Por otro lado, el programa señala que no tiene prelación, sin embargo, debe señalar, ya que todos los programas cuentan con un orden de atención de su población beneficiaria. Por otro lado, se presenta una inconsistencia en el reporte de 2024 y 2025, dado que en 2024 reportó 17.008 beneficiarios con egreso posterior a 2024, no obstante, en 2025 se reportó 15.811 beneficiarios de población de arrastre.",Sin hallazgos en la dimensión de Eficiencia.,Sin hallazgos en la dimensión de Eficacia.,https://bips.ministeriodesarrollosocial.gob.cl/programa/183721,https://evaluacionymonitoreosesdipres.gob.cl/Reportes/EvaluacionMonitoreo2026?_id=B4MrVMCoW1FErMWMDh6ZPw%3D%3D,
183313,1568,2025,Subsidio al Empleo Joven (SEJ),Ministerio de Trabajo y Previsión Social,Servicio Nacional de Capacitación y Empleo,Programa Social,2009,Permanente,"El programa busca resolver el problema de la baja participación en el mercado laboral, entendida como inserción y permanencia, de los jóvenes de 18 a 25 años pertenecientes al 40% más vulnerable de la población, mediante la entrega de un subsidio a los jóvenes y a sus empleadores, incentivando así la participación en el trabajo formal dependiente de personas entre 18 y menos de 25 años pertenecientes al 40% más vulnerable. El subsidio se paga mensualmente de manera provisional como un anticipo sujeto a reliquidación. Este beneficio está regulado por la Ley N°20.338, la que establece un aporte monetario otorgado a jóvenes trabajadores entre 18 y 25 años que perciben bajos salarios y a sus empleadores.","Personas con vulnerabilidad socioeconómica entre 18 a 25 años aumentan su participación en el mercado laboral, entendida como inserción y permanencia.",Personas de 18 a 25 años pertenecientes al tramo del 40% de menores ingresos de acuerdo con el Registro Social de Hogares.,"La población objetivo del programa corresponde a un subconjunto de la población potencial, y los criterios de focalización permiten definir la población a atender en el mediano plazo.","La población beneficiada del programa en 2025 corresponde a un subconjunto de la población objetivo, y los criterios de priorización son claros y objetivos para su selección. Sin embargo, el programa debe señalar criterio de prelación.","El programa es implementado directamente por la entidad responsable, sin la ejecución de terceros.",Subsidio Previsional a los Trabajadores Jóvenes - Instituto de Previsión Social,"El programa presenta un gasto por beneficiario dentro del rango esperado (menor al 20%) durante 2025, en relación con el promedio de los dos años anteriores (2023 y 2024).",Sin hallazgos en la dimensión de Focalización.,Sin hallazgos en la dimensión de Eficiencia.,Sin hallazgos en la dimensión de Eficacia.,https://bips.ministeriodesarrollosocial.gob.cl/programa/183313,https://evaluacionymonitoreosesdipres.gob.cl/Reportes/EvaluacionMonitoreo2026?_id=hGzikSx8wZ7ZzCqd%2FnxhNQ%3D%3D,
